"Year","Offence_Type","Gender_Accused","Relationship_Type","Total_Offences","Cleared_Offences","Clearance_Rate"
"2010","Homicides attempted (art. 111-113/116)","male","other family relationship","51","1","0.019608"
"2010","Homicides attempted (art. 111-113/116)","male","parent-child relationship","51","4","0.078431"
"2010","Homicides attempted (art. 111-113/116)","male","partnership","51","14","0.27451"
"2010","Homicides attempted (art. 111-113/116)","male","Total","51","33","0.647059"
"2010","Homicides completed (art. 111–113/116)","female","former partnership","26","0","0"
"2010","Homicides completed (art. 111–113/116)","female","other family relationship","26","0","0"
"2010","Homicides completed (art. 111–113/116)","female","parent-child relationship","26","4","0.153846"
"2010","Homicides completed (art. 111–113/116)","female","partnership","26","0","0"
"2010","Homicides completed (art. 111–113/116)","female","Total","26","4","0.153846"
"2010","Homicides completed (art. 111–113/116)","male","former partnership","26","3","0.115385"
"2010","Homicides completed (art. 111–113/116)","male","other family relationship","26","3","0.115385"
"2010","Homicides completed (art. 111–113/116)","male","parent-child relationship","26","5","0.192308"
"2010","Homicides completed (art. 111–113/116)","male","partnership","26","13","0.5"
"2010","Homicides completed (art. 111–113/116)","male","Total","26","23","0.884615"
"2010","Hostage taking (art. 185)","female","former partnership","1","0","0"
"2010","Hostage taking (art. 185)","female","other family relationship","1","0","0"
"2010","Hostage taking (art. 185)","female","parent-child relationship","1","0","0"
"2010","Hostage taking (art. 185)","female","partnership","1","0","0"
"2010","Hostage taking (art. 185)","female","Total","1","0","0"
"2010","Hostage taking (art. 185)","male","former partnership","1","0","0"
"2010","Hostage taking (art. 185)","male","other family relationship","1","0","0"
"2010","Hostage taking (art. 185)","male","parent-child relationship","1","1","1"
"2010","Hostage taking (art. 185)","male","partnership","1","0","0"
"2010","Hostage taking (art. 185)","male","Total","1","1","1"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","former partnership","5","0","0"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","other family relationship","5","0","0"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","parent-child relationship","5","0","0"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","partnership","5","0","0"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","Total","5","0","0"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","former partnership","5","1","0.2"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","other family relationship","5","0","0"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","parent-child relationship","5","0","0"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","partnership","5","4","0.8"
"2010","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","Total","5","5","1"
"2010","Inciting and assisting suicide (art. 115)","female","former partnership","2","0","0"
"2010","Inciting and assisting suicide (art. 115)","female","other family relationship","2","1","0.5"
"2010","Inciting and assisting suicide (art. 115)","female","parent-child relationship","2","0","0"
"2010","Inciting and assisting suicide (art. 115)","female","partnership","2","0","0"
"2010","Inciting and assisting suicide (art. 115)","female","Total","2","1","0.5"
"2010","Inciting and assisting suicide (art. 115)","male","former partnership","2","0","0"
"2010","Inciting and assisting suicide (art. 115)","male","other family relationship","2","0","0"
"2010","Inciting and assisting suicide (art. 115)","male","parent-child relationship","2","1","0.5"
"2010","Inciting and assisting suicide (art. 115)","male","partnership","2","0","0"
"2010","Inciting and assisting suicide (art. 115)","male","Total","2","1","0.5"
"2010","Indecent assault (art. 189)","female","former partnership","151","1","0.006623"
"2010","Indecent assault (art. 189)","female","other family relationship","151","2","0.013245"
"2010","Indecent assault (art. 189)","female","parent-child relationship","151","0","0"
"2010","Indecent assault (art. 189)","female","partnership","151","0","0"
"2010","Indecent assault (art. 189)","female","Total","151","3","0.019868"
"2010","Indecent assault (art. 189)","male","former partnership","151","29","0.192053"
"2010","Indecent assault (art. 189)","male","other family relationship","151","21","0.139073"
"2010","Indecent assault (art. 189)","male","parent-child relationship","151","10","0.066225"
"2010","Indecent assault (art. 189)","male","partnership","151","75","0.496689"
"2010","Indecent assault (art. 189)","male","Total","151","133","0.880795"
"2010","Insult (art. 177)","female","former partnership","1684","77","0.045724"
"2010","Insult (art. 177)","female","other family relationship","1684","57","0.033848"
"2010","Insult (art. 177)","female","parent-child relationship","1684","26","0.015439"
"2010","Insult (art. 177)","female","partnership","1684","142","0.084323"
"2010","Insult (art. 177)","female","Total","1684","295","0.175178"
"2010","Insult (art. 177)","male","former partnership","1684","401","0.238124"
"2010","Insult (art. 177)","male","other family relationship","1684","101","0.059976"
"2010","Insult (art. 177)","male","parent-child relationship","1684","92","0.054632"
"2010","Insult (art. 177)","male","partnership","1684","782","0.464371"
"2010","Insult (art. 177)","male","Total","1684","1320","0.783848"
"2010","Misuse of a telecommunications installation (art. 179septies)","female","former partnership","682","74","0.108504"
"2010","Misuse of a telecommunications installation (art. 179septies)","female","other family relationship","682","19","0.027859"
"2010","Misuse of a telecommunications installation (art. 179septies)","female","parent-child relationship","682","8","0.01173"
"2010","Misuse of a telecommunications installation (art. 179septies)","female","partnership","682","9","0.013196"
"2010","Misuse of a telecommunications installation (art. 179septies)","female","Total","682","107","0.156891"
